refer_id,name,photo,shop_number,market_name,street_address,city,state,language,contact_name,phone_number,shop_ownership,product_min_price,product_max_price,est_year,auto_approve_buyer_request,gst_number,created_date
200067,Vijay Tex,,2045#,Mahaveer,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,,9925376381,,,,,0,,2017-01-11 08:46:59
294141,Sumti Fashion,,C-2002,STM,Ring Road,Surat,Gujarat,1,Pintu,9427588954,Y,0,0,0,0,,2017-02-25 14:18:52
200069,Super Tex Silk Mills,,4020#,Golwala,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,,9913162006,Y,150,200,2005,0,,2017-01-11 08:46:59
200071,Shantivijay Enterprise,, 413#,Ratan Chamber,,Surat,Gujarat,1,,9898122271,,,,,0,,2017-01-11 08:46:59
200072,Vijay Shanti Prints ,,755#,Abhishek,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,,9428630935,Y,300,700,1998,0,,2017-01-11 08:46:59
200073,Prince Textiles,,L150#,Radhey,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,,9375040750,,,,,0,,2017-01-11 08:47:00
200074,Aarohi Creation,,A3005#,Regent,"Ring Road,",Surat,Gujarat,1,Mayank Samar,7874383969,Y,30,70,2014,0,,2017-01-11 08:47:00
200075,Khushi textiles private limited,,"L-2636/37, millenium textile market,",ring road,,Surat,Gujarat,1,Darshan Shah,9374728930,N,230,550,2000,0,,2017-01-11 08:47:00
200077,Pooja Silk Mills,,702#,Abhishek,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,,9898090637,,,,,0,,2017-01-11 08:47:00
200078,Bhavani Creation,,2060#,Golwala,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,,9427127508,N,,,2012,0,,2017-01-11 08:47:00
200079,Narang Textile,,2076#,Hariom ,,Surat,Gujarat,1,,9898303066,Y,15,75,2010,0,,2017-01-11 08:47:00
200080,Market Office Adarsh-1,,3,Adarsh-1,"Kamela Darwaja, Ring Road,",Surat,Gujarat,1,,9879654330,,,,,0,,2017-01-11 08:47:00
200081,Evershine Sarees ,,1021#,Abhishek,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,,9427123324,N,,,2003,0,,2017-01-11 08:47:00
200082,Pearl Designer ,,H1409#,Millennium,"Kamela Darwaja, Ring Road,",Surat,Gujarat,1,,9825419732,,,,,0,,2017-01-11 08:47:00
200083,Arihant Fab,,N25#N26#N27#,Bombay,Umarwada,Surat,Gujarat,1,,9825766134,,,,,0,,2017-01-11 08:47:00
200084,Isha Creation,,D4#,New TT,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,,9428874231,N,,,,0,,2017-01-11 08:47:00
200086,Jamkudi Sarees,,258#259#,Abhinandan,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,,9426671262,N,285,925,,0,,2017-01-11 08:47:00
200087,Shree Vankhandi Creation,,311#312#,NTM,"Ring Road, ",Surat,Gujarat,1,,9376392000,,,,,0,,2017-01-11 08:47:00
200088,Shree Shiv Textile,,3,STM,Ring Road 2,Surat,Gujarat,1,Hemebdra,9426539894,Y,0,0,0,0,,2017-01-11 08:47:00
294606,,,,,,,,0,,8875207540,,,,,0,,2017-03-08 09:16:01
200090,Sheetal Designer Sarees,,M3706#M3707#M3708#M3709#,Millennium,"Kamela Darwaja, Ring Road,",Surat,Gujarat,1,,9825113753,,,,,0,,2017-01-11 08:47:00
200091,Alishan Sarees,,D7#D8#,New TT,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,,9537173771,N,,,,0,,2017-01-11 08:47:00
200092,Ramvilas Gopikishan Soni,,50#,Reshamwala,"Ring Road, ",Surat,Gujarat,1,,7878628856,,,,,0,,2017-01-11 08:47:00
200093,Bhagya Tex,,548#,Adarsh-1,"Kamela Darwaja, Ring Road,",Surat,Gujarat,1,,9825336243,,,,,0,,2017-01-11 08:47:00
200094,Shiv Enterprise,,H1038#,STM,"Ring Road, ",Surat,Gujarat,1,,9374727176,,,,,0,,2017-01-11 08:47:00
200095,Rama Krishna Textile,,1022#1023#,Shree Mahalaxmi ,"Ring Road, ",Surat,Gujarat,1,,9377566661,,,,,0,,2017-01-11 08:47:00
200096,Abhishek Prints ,,3064#,Mahaveer,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,,9374718960,,160,325,1998,0,,2017-01-11 08:47:00
200097,BM Silk Mills,,2061#,Mahaveer,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,,9825788471,N,,,,0,,2017-01-11 08:47:01
200098,Fancy Sarees,,3115#3125#3126#3127#3128#3129#3130#,Ambaji,"Ring Road, ",Surat,Gujarat,1,,9327034556,,,,,0,,2017-01-11 08:47:01
200099,Amaaya Sarees/Amar ,,F1034#,STM,"Ring Road, ",Surat,Gujarat,1,,9898381891,N,,,2011,0,,2017-01-11 08:47:01
200100,Ambika Fashion ,,139#,Mahaveer,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,,9825134475,N,,,,0,,2017-01-11 08:47:01
200101,Shree Pooja Fashion,,S101#,JJ,"Ring Road, ",Surat,Gujarat,1,,9825643775,N,300,800,,0,,2017-01-11 08:47:01
200103,Kamdhenu Textile ,,162#,Mahaveer,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,,8238302230,Y,,,,0,,2017-01-11 08:47:01
200104,Market Office JJ,,3,JJ,"Ring Road, ",Surat,Gujarat,1,,9537400104,,,,,0,,2017-01-11 08:47:01
200105,Gattani Fabrics,,T7079#T7080#T7081#,RKTM,"Ring Road, ",Surat,Gujarat,1,,9374707624,Y,,,1998,0,,2017-01-11 08:47:01
200106,Anjani Prints,,106#107#108#109#110#111#,New Ratan,,Surat,Gujarat,1,,9998194632,,,,,0,,2017-01-11 08:47:01
200107,Suruchi  Print,,F3034#,STM,"Ring Road,",Surat,Gujarat,1,Dhirajbhansali,9825640434,,,,,0,,2017-01-11 08:47:01
200110,Utsav Sarees,,527#,Abhinandan,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,,9998596334,,,,,0,,2017-01-11 08:47:01
200111,Very Best Prints,,1068#,Abhishek,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,,9825574544,Y,125,170,2005,0,,2017-01-11 08:47:01
200112,Bharti Enterprise,,1092#,Ambaji,"Ring Road, ",Surat,Gujarat,1,,9374509038,,,,,0,,2017-01-11 08:47:01
200113,LBharat & Co ,,402#403#,MG,"Ring Road, ",Surat,Gujarat,1,,9427471361,Y,,,,0,,2017-01-11 08:47:01
200114,Charchit Creation,,529#530#,Adarsh-1,"Kamela Darwaja, Ring Road,",Surat,Gujarat,1,,9925007377,,,,,0,,2017-01-11 08:47:01
200115,Lily Sarees,,A34012#,Regent,"Ring Road, ",Surat,Gujarat,1,,9537984367,,,,,0,,2017-01-11 08:47:01
200116,Durga Sarees ,,698#699#,Abhishek,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,,9824430848,,,,,0,,2017-01-11 08:47:01
200117,Raghav Fashion ,,525#,Ashoka Tower ,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,,9898556520,Y,250,1000,1995,0,,2017-01-11 08:47:01
200118,A One Dresses,,B3023#,Jay Laxmi,,Surat,Gujarat,1,,9825647302,,,,,0,,2017-01-11 08:47:02
200119,Mamta Laxmi Sarees,,720-21,Abhishek Textile Market,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,Ashish Agarwal,9825218840,N,200,500,2005,0,,2017-01-11 08:47:02
200120,Pujil Creations ,,322#,Abhishek,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,,9426102413,Y,,,2005,0,,2017-01-11 08:47:02
200121,Pooja Prints ,,3065#,Mahaveer,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,,9725811511,N,600,2400,2014,0,,2017-01-11 08:47:02
200122,Lalit Silk Mills,Refer-14012017-720297d1b60e1ee4828088fa62f9594f.jpeg,561#,Adarsh-2,"Kamela Darwaja, Ring Road,",Surat,Gujarat,1,Lalit Bhandari,9374986562,Y,40,1200,1997,0,,2017-01-11 08:47:02
200123,Vinod International,,1118#,Abhinandan,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,,9016404253,,,,,0,,2017-01-11 08:47:02
200124,Honey Fashions,,C3119#C3120#,Millennium,"Kamela Darwaja, Ring Road,",Surat,Gujarat,1,,9825365060,,,,,0,,2017-01-11 08:47:02
200125,Vimlon Group,,2/904#,Houses,,Surat,Gujarat,1,,9898596500,,,,,0,,2017-01-11 08:47:02
200126,Nandani Textile ,,760#,Abhishek,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,,9016981515,N,,,1995,0,,2017-01-11 08:47:02
200127,Vatsal Fashion ,,334#,Abhishek,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,,9825113254,Y,250,500,2012,0,,2017-01-11 08:47:02
200128,Jay Ambe Textiles,,72#,Radhey,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,,9824169696,,,,,0,,2017-01-11 08:47:02
200129,Navpriya Prints ,,648#,Abhishek,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,,9898055522,Y,,,,0,,2017-01-11 08:47:02
200131,Mayur Fabrics,,647#,Abhishek,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,2,Rajiv Jain,9824172767,Y,130,265,1996,0,,2017-01-11 08:47:02
200132,Vijay Shanti Silk Mills,,1056,Mahaveer,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,Jinesh Chopra,7878430824,Y,300,900,1997,0,,2017-01-11 08:47:02
200133,Bahubali Prints Pvt Ltd,,A3001,Kohinoor,Ring Road,Surat,Gujarat,3,Kush Daga,9377971207,Y,300,2000,1995,0,,2017-01-11 08:47:02
200134,Adinath Textiles,,3053#,Golwala,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,,9428053632,,,,,0,,2017-01-11 08:47:02
200135,Market Office Shree Ram,,3,Shree Ram,,Surat,Gujarat,1,,9558102004,,,,,0,,2017-01-11 08:47:02
200136,Hari Om Liza / Om Textile,,R6035#R6036#R6037#R6038#R6039#,RKTM,"Ring Road, ",Surat,Gujarat,1,,9712010739,,300,1500,2000,0,,2017-01-11 08:47:02
200137,Mahadev Enterprises,,2046#,Mahaveer,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,,9825282582,Y,200,500,2000,0,,2017-01-11 08:47:02
200138,Kala Laxmi Designer,,601#,Abhinandan,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,,9377760781,,,,,0,,2017-01-11 08:47:03
200139,Amlon Silk Mills,,1014#,Sai Krupa Market,,Surat,Gujarat,1,,9327405013,N,180,270,2010,0,,2017-01-11 08:47:03
200140,Fortune Dyestuffs Pvt Ltd,,C556#C557#,Kohinoor,"Ring Road, ",Surat,Gujarat,1,,9624190274,,,,,0,,2017-01-11 08:47:03
200141,Maruti Nandan Designer,,651#,Abhishek,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,,9377364545,N,,,2014,0,,2017-01-11 08:47:03
200142,Anuvrat Sarees ,,1071#,Abhishek,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,,9016517665,Y,210,400,2000,0,,2017-01-11 08:47:03
200143,Rohan Fabrics ,,G2369#G2370#,Millennium,"Kamela Darwaja, Ring Road,",Surat,Gujarat,1,,9725899715,Y,450,1450,2008,0,,2017-01-11 08:47:03
200146,Meenakshi Prints,,I1511-1513,Millennium Market,"Kamela Darwaja, Ring Road,",Surat,Gujarat,1,,9377162880,Y,0,0,0,0,,2017-01-11 08:47:03
200147,Sai Ram Enterprise,,B130#,Gajjar Chambers,"Ring Road, ",Surat,Gujarat,1,,9879153908,,,,,0,,2017-01-11 08:47:03
200149,Harshad & Co,,6/574#,Gale Mandi,,Surat,Gujarat,1,,9825059884,,,,,0,,2017-01-11 08:47:03
200151,Karan Saree,,1039#1040#1041#1042#,Adarsh-1,"Kamela Darwaja, Ring Road,",Surat,Gujarat,1,,9825143298,,,,,0,,2017-01-11 08:47:03
200152,Jhumarlal Gandhi ,,B105#,Kuberji Textile Park,,Surat,Gujarat,1,,9374544104,,,,,0,,2017-01-11 08:47:04
200153,Market Office Belgium,,3,Belgium,"Ring Road, ",Surat,Gujarat,1,,9327192692,,,,,0,,2017-01-11 08:47:04
200154,Market Office Japan,,3,Japan,"Ring Road, ",Surat,Gujarat,1,,9978473285,,,,,0,,2017-01-11 08:47:04
200155,Sambhav Sarees,, 102#,Swadeshi,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,,9426103233,,,,,0,,2017-01-11 08:47:04
200157,Shrigauri Fashion,,238#,Abhinandan,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,,8238333399,Y,500,1100,1990,0,,2017-01-11 08:47:04
200158,Jai Matadi Only Fabrics,,J768#J769#J770#,RKTM,"Ring Road, ",Surat,Gujarat,1,,9898234722,Y,20,155,,0,,2017-01-11 08:47:04
200159,Raseeka Sarees ,,325#,Abhishek,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,,7600674274,N,,,1985,0,,2017-01-11 08:47:04
200160,Satyam Synthetics,,E320#E321#E322#,RKTM,"Ring Road, ",Surat,Gujarat,1,,9376771900,,,,,0,,2017-01-11 08:47:04
200161,Aditi Silk Mills,,403#,Abhishek,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,,9374709224,Y,200,500,2000,0,,2017-01-11 08:47:04
200162,Priya Slik Mills,,269#,Abhishek,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,,8128020213,,,,,0,,2017-01-11 08:47:04
200163,Gungun Fashion,,B139#B140#,RKTM,"Ring Road, ",Surat,Gujarat,1,,9510984198,,,,,0,,2017-01-11 08:47:05
200164,Sonali Fashion Pvt Ltd,,D4240#D4241#,RKTM,"Ring Road, ",Surat,Gujarat,1,,9374738713,N,40,500,2004,0,,2017-01-11 08:47:05
200165,Riya Fashion,,B137#B138#,RKTM,"Ring Road, ",Surat,Gujarat,1,,9825334897,,,,,0,,2017-01-11 08:47:05
200166,Sagar Fab,,2119#2120#,RKTM,"Ring Road, ",Surat,Gujarat,1,,7874356915,N,19,19,2006,0,,2017-01-11 08:47:05
200167,Krishna Creation,,E314#E315#,RKTM,"Ring Road, ",Surat,Gujarat,1,,9824286260,,,,,0,,2017-01-11 08:47:05
200168,Uma Silk Mills,,A7#,RKTM,"Ring Road, ",Surat,Gujarat,1,,8156023269,,,,,0,,2017-01-11 08:47:05
200169,Bharti Fab,,F4366#F4367#,RKTM,"Ring Road, ",Surat,Gujarat,1,,7575070410,Y,,,,0,,2017-01-11 08:47:05
200170,Bhawani Synthetics,,N1288#,NTM,"Ring Road, ",Surat,Gujarat,1,,9377442593,,,,,0,,2017-01-11 08:47:05
200172,Ashoka Cotton House,,G4473#G4474#,RKTM,"Ring Road, ",Surat,Gujarat,1,,9879794009,N,25,32,2015,0,,2017-01-11 08:47:05
200173,Shyam Rangila Fab,,B130#,RKTM,"Ring Road, ",Surat,Gujarat,1,,9374909614,,,,,0,,2017-01-11 08:47:05
200174,MP & Sons,,H1599#H1600#H1601#H1602#,RKTM,"Ring Road, ",Surat,Gujarat,1,,9825436520,,,,,0,,2017-01-11 08:47:05
200175,Shewani Fabrication,,D239#D240#,RKTM,"Ring Road, ",Surat,Gujarat,1,,9879672636,,,,,0,,2017-01-11 08:47:05
200177,Lokesh Creation,,G1464#G1465#,RKTM,"Ring Road, ",Surat,Gujarat,1,,9726526676,,,,,0,,2017-01-11 08:47:05
200178,Dolly Prints,,507#,NTM,"Ring Road, ",Surat,Gujarat,1,,9375705097,,,,,0,,2017-01-11 08:47:05
200179,Very Fine Sarees,,1099#,Abhishek,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,,9427777463,N,,,2013,0,,2017-01-11 08:47:05
200180,Market Office Hariom,,3,Hariom,,Surat,Gujarat,1,,9327615622,,,,,0,,2017-01-11 08:47:05
200181,Atal Bharat Creation,,1051#,Tirupati,,Surat,Gujarat,1,,9327436278,,,,,0,,2017-01-11 08:47:05
200182,Usha Enterprise,,3048,Golwala,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,Jayesh,9824089549,Y,220,260,1996,0,,2017-01-11 08:47:06
200183,Shiv Textiles,,243#,Adarsh-1,"Kamela Darwaja, Ring Road,",Surat,Gujarat,1,,9825341316,,,,,0,,2017-01-11 08:47:06
200185,Vikalp Fabrics ,,710#711#712#,Abhishek,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,,9374735121,Y,,,2011,0,,2017-01-11 08:47:06
200186,Bagtesh Textile ,,D2010#,Tirupati,,Surat,Gujarat,1,,9426527903,,,,,0,,2017-01-11 08:47:06
200187,Geekay Chunariya House,,L531#L532#,Hariom ,,Surat,Gujarat,1,,9825281047,,,,,0,,2017-01-11 08:47:06
200188,Manoj Silk Mills,,761#,Abhishek,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,,9327636575,N,,,,0,,2017-01-11 08:47:06
200189,Tirupati Prints/Fashion Galler,,K1248#,NTM,"Ring Road, ",Surat,Gujarat,1,,9328644044,Y,,,2001,0,,2017-01-11 08:47:06
200190,Aditya Prints,,270#271#,Abhinandan,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,,8511108915,,1000,2000,,0,,2017-01-11 08:47:06
200191,Chandan Silk Mills,,178#,451,"Kamela Darwaja, Ring Road,",Surat,Gujarat,1,,9979136448,,,,,0,,2017-01-11 08:47:06
200193,Sacchiyay Saree Scop ,,650#,Abhishek,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,,9328711656,,,,,0,,2017-01-11 08:47:06
200194,Shree Sainath Silk Mills,,318#,Abhishek,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,,9327933829,Y,150,300,1993,0,,2017-01-11 08:47:06
200196,Anil Tex,,581#582#,NTM,"Ring Road, ",Surat,Gujarat,1,,9376932053,,,,,0,,2017-01-11 08:47:07
200197,Ketal H Shah,, 2002#,Sai Krupa Market,,Surat,Gujarat,1,,9879649366,,,,,0,,2017-01-11 08:47:07
200198,Marudhar Kesri Saree,,236#237#,Abhinandan,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,,9825142857,Y,300,2500,2005,0,,2017-01-11 08:47:07
200199,Ambaji Fabrics Impex,,G54#,Rushabh,,Surat,Gujarat,1,,9277750811,,,,,0,,2017-01-11 08:47:07
200200,Arihant Polyfab Pvt Ltd ,,201#202#,Trade Center,"Salasar Hanuman Marg, Ring Road",Surat,Gujarat,1,,9426856388,,,,,0,,2017-01-11 08:47:07
