refer_id,name,photo,shop_number,market_name,street_address,city,state,language,contact_name,phone_number,shop_ownership,product_min_price,product_max_price,est_year,auto_approve_buyer_request,gst_number,created_date
245731,Soumya Handlooms,,,,"S.No. 216,  2nd Fl.,  PVT Mkt,  Kothpet 'X' Road,  Dilsukhanagar",Hyderabad,Andhra Pradesh,1,T. Somalingam,9848396888,,,,,0,,2017-01-16 10:39:05
245754,Sri Dwaraka Cloth Stores,,,,"6-1-1062/8 & 9, Main Road, Lakdi Ka Pool-, Opp. Global Hospital,",Hyderabad,Andhra Pradesh,1,,9849781194,,500,15000,1961,0,,2017-01-16 10:39:39
245763,Sri Krishna Silks,,,,"3-2-102, General Bazar, Opp Manepally Jewellers,",Hyderabad,Andhra Pradesh,1,,9885085580,,150,100000,2007,0,,2017-01-16 10:39:55
245769,Sri Mangalal Silk & Sarees,,,,"No.111, Abids Road, Abids, Near Hotel Palace,",Hyderabad,Andhra Pradesh,1,,9849161068,,200,10000,1988,0,,2017-01-16 10:40:05
245779,Sri Sai Bivek Handlooms,,,,"House No 8-3-945, Pancom Business Centre, Dharam Karam Road, Ameerpet, Opp Pillar No 8,",Hyderabad,Andhra Pradesh,1,,9885801929,,,,,0,,2017-01-16 10:40:23
245788,Sri Vasundhara Cotton Prints,,,,"Plot No 51, Aleap I E, Kukatpally, Pragathi Nagar,",Hyderabad,Andhra Pradesh,1,,9985133699,,150,1000,,0,,2017-01-16 10:40:38
245793,Sri Vijaylaxmi Textiles (India) Pvt.Ltd.,,,,"21-1-667/B/5,  1st Fl.,  God-Gift Market,  Rikabgunj, ",Hyderabad,Andhra Pradesh,1,Mohan Kr. Agarwal & Rakesh Mittal,9394512326,,,,,0,,2017-01-16 10:40:46
245814,Sunita Textile Mill Pvt Ltd,,,,"Rickabjang, Opp. High Court Road,",Hyderabad,Andhra Pradesh,1,,9949037540,,,,,0,,2017-01-16 10:41:19
245826,Swetha Saree Mandir,,,,"H No 1-3-176/35/3, Kavadiguda, Gandhi Nagar, Padmashali Colony,",Hyderabad,Andhra Pradesh,1,,9550611611,,1000,50000,2009,0,,2017-01-16 10:41:40
245842,Uppada Sarees Pvt Ltd,,,,"Plot No 8-2-574, Road No-8, Banjara Hills, Beside Advanced Hair Studio,",Hyderabad,Andhra Pradesh,1,,9441905005,,4000,80000,1995,0,,2017-01-16 10:42:08
245847,Van Guard Apparels,,,,"Shop No. 9, Silver Oaks Complex, Masab Tank Road, Masab Tank, Beside Balaji Grand Bazaar,",Hyderabad,Andhra Pradesh,1,,9985301233,,,,,0,,2017-01-16 10:42:20
245855,Vasundara Saree Center,,,,"Main Road, L B Nagar X Road, L B Nagar, Beside D Mart,",Hyderabad,Andhra Pradesh,1,,9963758948,,150,5000,2000,0,,2017-01-16 10:42:40
245859,Venkatramana Silks & Sarees,,,,"6-3-807,  Ameepet, ",Hyderabad,Andhra Pradesh,1,Y. Srinivas,9959967099,,,,,0,,2017-01-16 10:42:50
245863,Vigneswara Silks,,,,"House No 21-1-733/A/5, Ground Floor, Rikab Gunj, Madina, Backside Pather Gatti Madina Centre,",Hyderabad,Andhra Pradesh,1,,8686672960,,175,20000,2012,0,,2017-01-16 10:42:58
245867,Vijaya Durga Sarees,,,,"Door No 21-1-637/5, Shop No 133, God Gift Market Road, Rikabgunj, Near Al Kareem Market,",Hyderabad,Andhra Pradesh,1,,8686371699,,300,90000,1998,0,,2017-01-16 10:43:08
245868,Vijaya Laxmi Textails,,,,"16-73/2, Sri Saibaba Temple Lane, Sai Baba Temple Road, Dilsukh Nagar, Opp State Bank Of Travancore, Near Ace Acedamey,",Hyderabad,Andhra Pradesh,1,,9133551857,,1000,20000,2010,0,,2017-01-16 10:43:10
245871,Vijaya Textiles,,,,"Plot No 4, Phase 2, Miyapur, Jpn Nagar,",Hyderabad,Andhra Pradesh,1,,9581221072,,200,3000,2010,0,,2017-01-16 10:43:17
245882,Weavers India,,,,"Plot No.10, 46, Standard House Building, Mig-2, 9th Phase, KPHB Colony, Near Corporation Bank,",Hyderabad,Andhra Pradesh,1,,9701368540,,,,2013,0,,2017-01-16 10:43:41
245894,Younus Textiles,,,,"Shop No 84, Patel Market, Madina, Madina Market,",Hyderabad,Andhra Pradesh,1,,9440543227,,,,,0,,2017-01-16 10:44:04
245902,Zeba Collections,,,,"Nayapul, Hyderabad, Madina, Pathar Gatti, Charminar Road,",Hyderabad,Andhra Pradesh,1,,9849004253,,500,8000,1990,0,,2017-01-16 10:44:18
245905,B Babu & Co.,,,,"Broadway, ",Hubli,Karnataka,1,Amit Sanghavi,9342104866,,,,,0,,2017-01-16 10:44:23
245906,Bhandari's Lalit Saree Centre,,,,"Subhash Road, ",Hubli,Karnataka,1, Hemraj & Ameet,9448301304,,,,,0,,2017-01-16 10:44:25
245907,CM Saree Depot,,,,"Subhash Road, ",Hubli,Karnataka,1, Shravan & Satish,9844082642,,,,,0,,2017-01-16 10:44:27
245908,Gangavathi Silk Palace,,,,"Dajibanpeth, ",Hubli,Karnataka,1,"K. Basavaraj, K. Vishwanath & K. Anand",9900995516,,,,,0,,2017-01-16 10:44:29
245910,GR & Sons,,,,"Hiramath Complex, Babasan Galli, ",Hubli,Karnataka,1, Dharmendra R. & Ravatmal B.,9448124560,,,,,0,,2017-01-16 10:44:35
245914,Lalit Silk & Sarees,,,,"Dajibanpeth, Moorusavirmath Road, ",Hubli,Karnataka,1,Harish,9480274797,,,,,0,,2017-01-16 10:44:42
245917,Mehta Sadi Kendra,,,,"Subhash Road, ",Hubli,Karnataka,1, Jitesh & Satish,9343401250,,,,,0,,2017-01-16 10:44:47
245918,Mehta Silk & Sarees,,,,"Azad Park Road, ",Hubli,Karnataka,1,Pradeep C Mehta,9343406222,,,,,0,,2017-01-16 10:44:49
245920,Navarang Saree Centre,,,,"Maratha Galli, ",Hubli,Karnataka,1,Naresh A Palrecha,9448860961,,,,,0,,2017-01-16 10:44:53
245923,Oswal selection,,,,"B-3, Eureka Centre, Kopikar Road, ",Hubli,Karnataka,1,Rakesh Palrecha,9886688686,,,,,0,,2017-01-16 10:44:59
245927,Preeti Silks,,,,"Madhura Centre, Dajibanpeth, ",Hubli,Karnataka,1,"Bhandari; Shantilal, Kiran & Mahesh",9448371762,,,,,0,,2017-01-16 10:45:08
245928,Prince Synthetics,,,,"Javali Sal, ",Hubli,Karnataka,1,Revat Jain,9036506298,,,,,0,,2017-01-16 10:45:11
245930,Pritesh Saree Centre,,,,"Daneshwari Lakkundi Bldg, Kubsad Galli Cross, ",Hubli,Karnataka,1,"Babulal, Jitendra & Pritesh",9980125447,,,,,0,,2017-01-16 10:45:16
245931,Rakhi Silk & Sarees,,,,"Victoria Road, ",Hubli,Karnataka,1,"Choudhary; Harish, Ganpat & Mularam",9449120312,,,,,0,,2017-01-16 10:45:18
245933,Sangam Fashions,,,,"Madhura Centre, Dajibanpeth, ",Hubli,Karnataka,1,"Kothari; Babulal, Rakesh & Piyush",9019664055,,,,,0,,2017-01-16 10:45:23
245934,Sha Hirachand Vanechand & Co.,,,,"Hirepeth, ",Hubli,Karnataka,1,Mahendra Kataria,9448991440,,,,,0,,2017-01-16 10:45:25
245941,Rhythm Designers,,,,"Old Bus Stand Road, ",Hospet,Karnataka,1,Pankaj & Sunil,9844684682,,,,,0,,2017-01-16 10:45:43
245942,Shobha Sarees,,,,"34-A, Cowlpet, ",Hospet,Karnataka,1,Chunni Lal Rajpurohit,9448791516,,,,,0,,2017-01-16 10:45:46
245946,Narahari Silk House,,,,"Main Road,  Muddireddipally, ",Hindupur,Andhra Pradesh,1,Y. Narasimha Raju & Y. Suresh,9848540130,,,,,0,,2017-01-16 10:45:56
245949,Roja Silk Creations,,,,"Main Road,  Muddireddipally , ",Hindupur,Andhra Pradesh,1,D. Nagaraju,9392566459,,,,,0,,2017-01-16 10:46:04
245964,Sree Venkateshwara Textiles & Silks,,,,"No.9, Vidhya Bhawan Building, Opp. Bus Stand Road, ",Hassan,Karnataka,1,Venkatesh,9448069398,,,,,0,,2017-01-16 10:46:43
245990,Aneja Vastra Bhandar,,207-208,,"Gandhi Market, Maharaj Bada, Lashkar City,",Gwalior,Madhya Pradesh,1,rajat,9111123331,Y,500,1000,1958,0,,2017-01-16 10:47:41
245996,Awat Rai Manoharlal,,,,"154-155, Ghandhi Market, Lashkar,",Gwalior,Madhya Pradesh,1,,9893098892,,,,1984,0,,2017-01-16 10:47:58
246006,Shree Saree Centre,,,,"Shop No 5, Rapti Complex, Gita Vatika Road,",Gorakhpur,Uttar Pradesh,0,,9026266178,,500,15000,2003,0,,2017-01-16 10:48:34
246007,Shri Ganpati Trading Company,,,,"Letaghat Barhalganj, Market Road,",Gorakhpur,Uttar Pradesh,1,,9936153031,Y,500,1000,1966,0,,2017-01-16 10:48:36
246014,Sringaar Fashion,,,,"Reti Chowk, Opposite Cheap Cloth House,",Gorakhpur,Uttar Pradesh,1,,9026424643,Y,250,5000,2009,0,,2017-01-16 10:48:55
246015,Suhagan The Saree Shop,,,,"Geeta Press Road, Between Reti Chowk & Rajghat Thana, Near Maya Complex,",Gorakhpur,Uttar Pradesh,1,,9415266788,,,,1989,0,,2017-01-16 10:48:57
246022,Top Collection,,,,"Deoria Road, Near Sabzi Mandi,",Gorakhpur,Uttar Pradesh,1,,9415211577,Y,200,500,2002,0,,2017-01-16 10:49:13
246056,Sri Ganesh Textiles,,,,"Laxminagar, , ",Godavarikhani,Andhra Pradesh,1,V. Srinivas,9866166612,,,,,0,,2017-01-16 10:50:19
246126,Creations By Neelam Bhutani,Refer-30032017-89d77f1cb6e4686e5e9b74316a09cff5.jpeg,A-77,Ramprasta Colony,Opp Ramprastha Builders Office,Ghaziabad,Uttar Pradesh,1,Manohar Bhutani,9811173762,Y,1200,50000,1996,1,,2017-01-16 10:52:53
246141,Divine -The Boutique,,,,,Ghaziabad,Uttar Pradesh,1,Simran,9910130402,N,10,15000,2014,1,,2017-01-16 10:53:21
246323,Rutbaa Creations,Refer-12072017-8fe9af5c304c453c6e2a7d1b55d84ec0.jpeg,Shop No 1,"Plot No. - 314A, PNB Bank Road, Vaishali Sector - 3",Near Peer Baba Mazaar,Ghaziabad,Uttar Pradesh,0,Sarthik Chopra,9999719794,Y,400,10000,2013,0,,2017-01-16 10:58:42
246402,Aradhana Textiles,,,,"Main Road, ",Gangavathi,Karnataka,1,Naresh Kumar Jain,9448023989,,,,,0,,2017-01-16 11:01:11
246404,Gajendragad Baghmar,,,,"Islampur, ",Gangavathi,Karnataka,1,"Jain; Madanla, Dinesh, Anil & Sunil",9448263054,,,,,0,,2017-01-16 11:01:15
246405,Jaya Textiles,,,,"L.G. Road, Nr.  Mahaveer Circle, ",Gangavathi,Karnataka,1, Prithviraj & Mahaveer,9448480915,,,,,0,,2017-01-16 11:01:17
246407,Sangam Silk House,,,,"Gandhi Chowk, ",Gangavathi,Karnataka,1, Bhim Chand & Nitesh,9886013124,,,,,0,,2017-01-16 11:01:22
246408,A jevrani Saree House,,,,"Shriram Mkt Shop No A-1, Main Rd, , ",Gandhinagar,Maharashtra,1,Rajesh & Sunil,9422583374,,,,,0,,2017-01-16 11:01:24
246430,BT Raibagi Sons,,,,"Main Road, ",Gajendragad,Karnataka,1,Mohan & Ashok,9448422067,,,,,0,,2017-01-16 11:02:12
246435,Mahalaxmi Handlooms,,,,"27793, 2-3-76, Bhawani Nagar , ",Gadwal,Andhra Pradesh,1,G. Narendra,9440454894,,,,,0,,2017-01-16 11:02:22
246445,Gayatri Silk House,,,,"Javali Bazar, ",Gadag,Karnataka,1,Sadanand Bhai,9448564331,,,,,0,,2017-01-16 11:02:43
246446,Kothari Sankulchand Ghisulal,,,,"9, M.G.Mkt, Station Road, ",Gadag,Karnataka,1,Suresh Kumar Kothari,9448833310,,,,,0,,2017-01-16 11:02:45
246448,Rajaji Misrimal & Co.,,,,"11, M.G.Mkt, Station Road, ",Gadag,Karnataka,1, Vinod & Pankaj,9448136510,,,,,0,,2017-01-16 11:02:49
247047,Brindavan Creations ,,,,"14th Paper Mill Road 4th Cross Gandhipuram Pallipalaiyam Area, Karungalpalayam, Erode -Near Bharath Petrol Bunk ,",Erode,Tamil Nadu,1,,9443373498,N,300,2000,2015,0,,2017-01-16 11:34:58
247053,Slk'S Shri Textiles,,,,"136-137,  M.G.N.C. Cloth City, ",Dwarapudi,Andhra Pradesh,1,P.S. Dhandapani,9440225086,,,,,0,,2017-01-16 11:35:13
247057,AH Nanjunadppa,,,,"D.No.207, Rajeshwari Talkies, Nr. Karanahal, ",Doddaballapur,Karnataka,1,N. Manjunath,9242401167,,,,,0,,2017-01-16 11:35:22
247058,C Aswathanarayanaiah & Bros,,,,"1163, Kongadiappa Road, ",Doddaballapur,Karnataka,1,C. Aswathanarayanaiah ,9342207199,,,,,0,,2017-01-16 11:35:25
247059,H Narayanappa & Sons,,,,"2566, Main Road Cross , ",Doddaballapur,Karnataka,1,"HNX, NHK",9916780738,,,,,0,,2017-01-16 11:35:27
247060,KR Srinivasa Murthy Weaving Factory,,,,"116, Kongadiyappa Main Road, ",Doddaballapur,Karnataka,1,K.S. Nataraja,9845593711,,,,,0,,2017-01-16 11:35:29
247061,Kumar Creation,,,,"223, Brahmini Street, ",Doddaballapur,Karnataka,1,M. Ashok Kumar & Dhanalakshmi,9242357139,,,,,0,,2017-01-16 11:35:32
247062,M Anjanappa Silks,,,,"Kuchappapet, Behind Mkt School, ",Doddaballapur,Karnataka,1,M.U. Aravinda & M.T. Shivananda,9342517368,,,,,0,,2017-01-16 11:35:34
247063,MLR Silks,,,,"D.No.394, Kenkare Ramanna Building, Main Road, ",Doddaballapur,Karnataka,1,Rahul & Lalit Kumar,9886500422,,,,,0,,2017-01-16 11:35:36
247064,Pooja Silk & Sarees,,,,"Laxmi Complex, Main Road, ",Doddaballapur,Karnataka,2,Bharat & Manoj,9845807505,,,,,0,,2017-01-16 11:35:38
247065,RK Jari & Silks,,,,"No.1387, Kutchappapet , ",Doddaballapur,Karnataka,1,Rajesh Kumar,9448463762,,,,,0,,2017-01-16 11:35:41
247066,S Channa Basaveshwara,,,,"3791, Kumberpet Road, ",Doddaballapur,Karnataka,1,S. Channabasaveswara,9845192681,,,,,0,,2017-01-16 11:35:42
247067,S Prakash,,,,"3068, Nagarathpet, ",Doddaballapur,Karnataka,1,S.P. Sandeep,9845061076,,,,,0,,2017-01-16 11:35:44
247068,S Viswanath,,,,"3790, Behind S.B.M. Taluk Office Road, ",Doddaballapur,Karnataka,1,V.Veeneeth & V. Vikas,9845045659,,,,,0,,2017-01-16 11:35:47
247069,Silk Factory,,,,"No.1304, Main Road, Kongadeyappa Road, ",Doddaballapur,Karnataka,1,Vishal J.,9886151112,,,,,0,,2017-01-16 11:35:49
247071,TCL Venkateshamurthy & Sons,,,,"Old No.476, New No.792, Tank Road, Veerabhadrappa Pet, Rajkamal Theatre Road, ",Doddaballapur,Karnataka,1,"T.C.L. Venkateshamurthy, T.V. Chetan",9448300455,,,,,0,,2017-01-16 11:35:53
247072,V Krishnappa & Sons,,,,"C/o. Veekay Silk Industries, No. 63, Vannigarpet, Nr. Old Karva Temple, ",Doddaballapur,Karnataka,1,D.K.Lava Kr. &  D.K.Anand Kr.,9448236930,,,,,0,,2017-01-16 11:35:55
247101,Amruth Silk Kendra,,,,"30-776, Teachers Colony, Kothapeta",Dharmavaram,Andhra Pradesh,1,P.M.Babu,9391710169,,,,,0,,2017-01-16 11:37:00
247104,AR Silks,,,,"11-727, Thogata St. Nr. Chowdeshwari Temple, Distt. Ananthpur",Dharmavaram,Andhra Pradesh,1,A. Ramesh,9440948907,,,,,0,,2017-01-16 11:37:07
247108,BVR Sons,,,,"11/730, Thogata St. , ",Dharmavaram,Andhra Pradesh,1,B.V. Chalapathi & B. Ravikanth,9848035420,,,,,0,,2017-01-16 11:37:15
247114,Jinka Fabrics,,,,"Saale St. , ",Dharmavaram,Andhra Pradesh,1,Rtn. Jinka Viswamurthy B.Com,9290093278,,,,,0,,2017-01-16 11:37:29
247129,Resham Khadi Gramodyog Sanghamu,,,,"11/401,  Sale St. , ",Dharmavaram,Andhra Pradesh,1,Secretary,9440683070,,,,,0,,2017-01-16 11:38:03
247131,Satya Krupa Silks,,,,"12-644-1,  S.L.V. Mkt, Nr. Manju Lodge, ",Dharmavaram,Andhra Pradesh,1,"C. Raghavendra Gupta, C. Kedharnath",9885479283,,,,,0,,2017-01-16 11:38:08
247133,Sivani Silks Pavadas,,,,"Thogata St. , ",Dharmavaram,Andhra Pradesh,1,C. Ramakrishna & C. Shiva Shankar ,9849396080,,,,,0,,2017-01-16 11:38:13
247138,Sree Paniraj Silk House,,,,"11/661,  Salai Street, ",Dharmavaram,Andhra Pradesh,1,Kotam Krishna Murthy ( President),9247428998,,,,,0,,2017-01-16 11:38:24
247144,Sri Lakshmi Textiles,,,,"H.O.11/739,  Thogata St. , ",Dharmavaram,Andhra Pradesh,1,K. Sri Ranganath,9490738509,,,,,0,,2017-01-16 11:38:38
247193,Now & Wow,,,,"Katras Road, Matkuria, Near Bajaj Showroom,",Dhanbad,Jharkhand,1,,9031829071,Y,200,2000,2015,0,,2017-01-16 11:40:22
247195,Radhika,,,,"Jharia, Dhanbad City,",Dhanbad,Jharkhand,1,,9835112886,Y,,,,0,,2017-01-16 11:40:26
247203,Rexine Shop National Hood Trader,,,,"Baniahir, Jharia, Hanuman Mandir,",Dhanbad,Jharkhand,1,,7870332336,Y,50,600,1996,0,,2017-01-16 11:40:41
247216,Vishal Saree Centre,,,,"Bank Road,",Dhanbad,Jharkhand,1,,9939723971,Y,160,8000,2003,0,,2017-01-16 11:41:06
247238,Jindal Saree Center Pvt Ltd,,"4234, 1st Floor",,"Chatta Gosain, Jogiwara, Nai Sarak",Delhi,Delhi,1,Jitender jinda l(jitu bhai),9999991375,Y,250,50000,1980,1,,2017-01-16 11:41:56
247259,Sach Shee Creations,,,,"A 159, First Floor, Sudershan Park, Moti Nagar,",Delhi,Delhi,1,,9871544545,Y,,,2011,0,,2017-01-16 11:42:43
247269,Silver Button Designer Studio,,14-466,,"Sunder Vihar Basement, Paschim Vihar, Near Saint Mark School",Delhi,Delhi,1,Jatin,9311138618,Y,350,4000,2014,0,,2017-01-16 11:43:06
247278,Sri Chaturbhuj Vastralaya,,,,"Station Road, Dehri On Sone, (Also serves PATNA)	,",Dehri,Bihar,1,,9801250040,Y,,,,0,,2017-01-16 11:43:27
247285,Asy Collection,,,,"82, Moti Bazar, Dehradun, Behind Gupta Mishthan Bhandar,",Dehradun,Uttarakhand,1,,8126025224,Y,,,,0,,2017-01-16 11:43:44
247302,Fancy Suits and Dupatta House,,,,"7/4, Dispensery Road, Opposite Rajeev Gandhi Complex,",Dehradun,Uttarakhand,1,,9837841111,Y,,,2000,0,,2017-01-16 11:44:21
247303,Ganpati Sarees,,,,"Shop No. 23, Moti Bazaar, Near Kotwali, Opposite Ayurvedic Shop,",Dehradun,Uttarakhand,1,,9997280527,Y,,,,0,,2017-01-16 11:44:24
247312,Kapoor & Sons,,,,"20, Near Clock Tower, Paltan Bazaar,",Dehradun,Uttarakhand,1,,9412055052,Y,,,1948,0,,2017-01-16 11:44:44
247320,Laxmamdas Mitha Ram Dress Emporium,,,,"Dispensary Road, Near Jama Masjid,",Dehradun,Uttarakhand,1,,7895228828,,,,2000,0,,2017-01-16 11:45:01
247329,Modern Sarees & Suits Collection,,,,"Shop Number 120, Ghanta Ghar Road, Paltan Bazaar, Near Nehar Wali Gali,",Dehradun,Uttarakhand,1,,7417064641,Y,,,2013,0,,2017-01-16 11:45:23
247334,Nisha Fashions,,,,"Disha Complex Shop No. 1, Kargi Road,",Dehradun,Uttarakhand,1,,9897923255,,,,,0,,2017-01-16 11:45:34
247338,Pari,,,,"Shop Number 8, Gandhi Road,",Dehradun,Uttarakhand,1,,8057317880,Y,,,,0,,2017-01-16 11:45:43
247348,Rangoli Dreams,,,,"Dhamawala Bazaar, Main Road, Inside Kamla Market,",Dehradun,Uttarakhand,1,,9319834202,Y,150,10000,1996,0,,2017-01-16 11:46:08
247386,Narahari Textile,,,,"913, Doddapeth, Nr. Virakathanatha, ",Davangere,Karnataka,1,Harish Kumar & G. Dhelaria,9448873243,,,,,0,,2017-01-16 11:47:34
247396,Sobha Sarees,,,,"Y.V.Street, ",Cuddapah,Andhra Pradesh,1,Dinesh Singh,9440433272,,,,,0,,2017-01-16 11:47:58
247413,Apurva Textiles A/C Show Room,,,,"15, T.K.St., ",Chittoor,Andhra Pradesh,1,,8772225153,,,,,0,,2017-01-16 11:48:40
247417,Indar Syndicate,,,,"Laxmi Bazar, ",Chitradurga,Karnataka,1,Arvind Kumar,9448124073,,,,,0,,2017-01-16 11:48:49
247420,Kamal Cutpiece Emporium,,,,"Kamal Nilya' Laxmi Bazar, Rupvani Talkies Road, ",Chitradurga,Karnataka,1,Kushal & Mukesh,9448488145,,,,,0,,2017-01-16 11:48:58
247422,Mahaveer Cloth Centre,,,,"Laxmi Bazar, ",Chitradurga,Karnataka,1,Premchand Nahar,9448980568,,,,,0,,2017-01-16 11:49:07
247424,Navarathna Wholesale Cloth Depot,,,,"Laxmi Bazar, ",Chitradurga,Karnataka,1,Navarathna,9844050319,,,,,0,,2017-01-16 11:49:13
247425,Shandilya Distributors,,,,"Main Circle, Sai Ram Complex, ",Chitradurga,Karnataka,1,Babulala Nagar,9448123074,,,,,0,,2017-01-16 11:49:15
247430,Vipul Textiles,,,,"Opp. New Jain Temple, Rupvani Road, ",Chitradurga,Karnataka,1,N Shivaji Jain,9448125974,,,,,0,,2017-01-16 11:49:46
247433,Alapati Silk Mandir,,,,"Jaladi Complex, Opp. Kamadheru Complex, ",Chirala,Andhra Pradesh,1,"Madhv, Badari, Raghava",9346710375,,,,,0,,2017-01-16 11:50:07
247438,K Suresh Handlooms,,,,"3, Sri Vyshnavi Towers, Polimera Road",Chirala,Andhra Pradesh,1,K. Suresh,9246467360,,,,,0,,2017-01-16 11:50:34
247441,Munagala Subba Rao,,,,"Jakkavari St Perala, ",Chirala,Andhra Pradesh,1,Munagala Sbba Rao,9246766701,,,,,0,,2017-01-16 11:50:47
247486,Saheluram Kosa Dukan,,,,"Main Rd.,  Chhuri,  Distt. Korba",Chhuri,Madhya Pradesh,1,Pritam Dewangan ,9301705444,,,,,0,,2017-01-16 11:54:04
247487,Saheluram Kosa Dukan,,,,"Main Rd., Chhuri, Distt. Korba,",Chhuri,Madhya Pradesh,1,Pritam Dewangan ,9301532660,,,,,0,,2017-01-16 11:54:07
247536,Lubina Fabrics,,,,"Nr. No.1, Pvt. Bus Stand , ",Changanacherry,Kerala,1,Karim,9447569758,,,,,0,,2017-01-16 11:56:00
247620,Fancy Cloth House,,,,"SCO 104, Sector 17C, Near Sindhi Sweet,",Chandigarh,Punjab,0,,9779817775,Y,,,2003,0,,2017-01-16 11:59:17
247651,Harnam Singh & sons,,,,"Booth no. 234, Sector-19 C, Sadar Bazaar,",Chandigarh,Punjab,1,,8968758882,Y,,,2012,0,,2017-01-16 12:00:28
247652,Hasdeep Collection,,,,"Shop Number 526, Sector - 70, Mattaur, SAS Nagar, Near Satya Narayan Mandir,",Chandigarh,Punjab,1,,9779152744,Y,300,3000,2013,0,,2017-01-16 12:00:31
247679,Khanne Di Hatti,,,,"S No - 3, Sec-41C,",Chandigarh,Punjab,1,,9023106854,,,,,0,,2017-01-16 12:01:33
247695,Luv Textiles,,,,"SCO-7, Dhakoli Main Road, Palika Market, Near Railway Crossing,",Chandigarh,Punjab,1,,9815484120,Y,,,,0,,2017-01-16 12:02:09
247715,Modern Selection,,,,"SCO-814, Main Market, Opposite Parade Ground,",Chandigarh,Punjab,1,,8054487843,,,,,0,,2017-01-16 12:03:00
247739,Piyara Lal Jain & Sons,,,,"SCF-9, Sec-22D,",Chandigarh,Punjab,1,,9814108320,,,,1975,0,,2017-01-16 12:03:57
247744,Prince Di Hatti,,,,"House No. 83,",Chandigarh,Punjab,1,,9501808632,,,,,0,,2017-01-16 12:04:09
247774,Sandeep Print Corner,,,,"Shop Number 295, Mauli Complex, Charan Singh Colony, Mauli Jagran, Near Govt High School,",Chandigarh,Punjab,1,,9256675551,,200,25000,,0,,2017-01-16 12:05:19
247784,Sehgal Sons,,,,"Shiv Mandir Road, Main Market, Naya Gaon,",Chandigarh,Punjab,1,,9888631565,,350,4000,1982,0,,2017-01-16 12:05:43
247808,Sunder Store,,,,"SCO No 98-100, Sect 17C Near Gulati,",Chandigarh,Punjab,1,,9814819226,Y,,,1957,0,,2017-01-16 12:06:41
